id;title;section;html_id;tag;url;parent_id;meta_type;beyondlinks;forwardlinks;backwardlinks;basiclinks;lecturelinks;wiki_ids;wiki_labels;wiki_descriptions;wikipedia_ids;wikipedia_labels;wikipedia_descriptions;dbpedia_ids;dbpedia_labels;dbpedia_descriptions
07.2.3;MX Challenges;2.3. Priority Inversion Example;priority-inversion-example;h3;https://oer.gitlab.io/OS/Operating-Systems-MX-Challenges.html#/slide-priority-inversion-example;07.2;topic;['https://en.wikipedia.org/wiki/Mars_Pathfinder'];[];[];[];[];['Q11888847', 'Q190096', 'Q14944328', 'Q520734'];['prioritization', 'inversion', 'example', 'priority inversion'];['activity that arranges items or activities in order of importance or time-sensitivity relative to each other', 'deviation from the normal change of an atmospheric property with altitude', 'thing which acts as a typical representative of a set of things', 'undesirable computing scheduling scenario'];[521507];['Priority inversion'];"['computer science, <span class=""searchmatch"">priority</span> <span class=""searchmatch"">inversion</span> is a scenario in scheduling in which a high <span class=""searchmatch"">priority</span> task is indirectly superseded by a lower <span class=""searchmatch"">priority</span> task effectively']";['Priority Records', 'Inversion (music)', 'Example (musician)'];['Priority Records', 'Inversion (music)', 'Example (musician)'];"['Priority Records is an American distribution company and record label  known for artists including', 'In music theory, the word inversion has distinct, but related, meanings when applied to intervals', ' is an abbreviation of the Latin phrase exempli gratia (""for example"").']"
07.2.4;MX Challenges;2.4. Priority Inversion Solutions;priority-inheritance;h3;https://oer.gitlab.io/OS/Operating-Systems-MX-Challenges.html#/slide-priority-inheritance;07.2;topic;['https://web.archive.org/web/20190413060936/https://www.microsoft.com/en-us/research/people/mbj/#!just-for-fun'];[];[];[];[];['Q11888847', 'Q190096', 'Q65066292', 'Q520734'];['prioritization', 'inversion', 'Solutions', 'priority inversion'];['activity that arranges items or activities in order of importance or time-sensitivity relative to each other', 'deviation from the normal change of an atmospheric property with altitude', '2019 studio album by K.Flay', 'undesirable computing scheduling scenario'];[521507];['Priority inversion'];"['computer science, <span class=""searchmatch"">priority</span> <span class=""searchmatch"">inversion</span> is a scenario in scheduling in which a high <span class=""searchmatch"">priority</span> task is indirectly superseded by a lower <span class=""searchmatch"">priority</span> task effectively']";['Priority Records', 'Inversion (music)', 'The New Saints F.C.'];['Priority Records', 'Inversion (music)', 'The New Saints F.C.'];"['Priority Records is an American distribution company and record label  known for artists including', 'In music theory, the word inversion has distinct, but related, meanings when applied to intervals', 'The New Saints of Oswestry Town & Llansantffraid Football Club (Welsh: Clwb Pêl-droed y Seintiau Newydd), also known as The New Saints or TNS is a professional football club representing Oswestry in Shropshire, England; and Llansantffraid-ym-Mechain in Powys, Wales– the two places are 8 miles (13 km) apart. They play in the Cymru Premier, which they have won a record thirteen times – including the past eight seasons.']"
07.2.5;MX Challenges;2.5. JiTT and Exercise Task;exercise-7-1;h3;https://oer.gitlab.io/OS/Operating-Systems-MX-Challenges.html#/slide-exercise-7-1;07.2;topic;[];[];[];[];['https://oer.gitlab.io/OS/Operating-Systems-MX.html#slide-pi-futex'];['Q115465620', 'Q219067', 'Q3414877'];['Jitt', 'physical exercise', 'quest'];['Rapper in Raider Klan', 'bodily activity that enhances or maintains physical fitness and overall health and wellness', 'task in video games that a player-controlled character may complete to gain a reward and/or progress the story'];[44905];['Asthma'];"['symptoms may become worse at night or with <span class=""searchmatch"">exercise</span>. Asthma is thought to be caused by a combination of genetic <span class=""searchmatch"">and</span> environmental factors. Environmental factors']";['Just-in-time teaching', 'Exercise', 'Talk radio'];['Just-in-time teaching', 'Exercise', 'Talk radio'];['Just-in-time teaching (often abbreviated as JiTT) is a pedagogical strategy that uses feedback', 'Exercise is any bodily activity that enhances or maintains physical fitness and overall health', 'Talk radio is a radio format containing discussion about topical issues and consisting entirely']
07.3.1;MX Challenges;3.1. Deadlock;deadlock;h3;https://oer.gitlab.io/OS/Operating-Systems-MX-Challenges.html#/slide-deadlock;07.3;topic;[];['https://oer.gitlab.io/OS/Operating-Systems-MX-Challenges.html#slide-deadlock-def', 'https://oer.gitlab.io/OS/Operating-Systems-MX-Challenges.html#slide-deadlock-prevention'];[];[];[];['Q623276'];['deadlock'];['state in which members are blocking each other'];[105181];['Deadlock'];"['In concurrent computing, <span class=""searchmatch"">deadlock</span> is any situation in which no member of some group of entities can proceed because each waits for another member, including']";['Deadlock'];['Deadlock'];['In concurrent computing, a deadlock is a state in which each member of a group is waiting']
07.3.2;MX Challenges;3.2. Deadlock Example;deadlock-ex;h3;https://oer.gitlab.io/OS/Operating-Systems-MX-Challenges.html#/slide-deadlock-ex;07.3;topic;[];[];[];[];[];;;;[105181];['Deadlock'];"['In concurrent computing, <span class=""searchmatch"">deadlock</span> is any situation in which no member of some group of entities can proceed because each waits for another member, including']";;;
07.3.3;MX Challenges;3.3. Defining Conditions for Deadlocks;deadlock-def;h3;https://oer.gitlab.io/OS/Operating-Systems-MX-Challenges.html#/slide-deadlock-def;07.3;topic;[];[];[];[];[];['Q101072', 'Q1762735', 'Q110511457', 'Q38757421', 'Q106555033'];['definition', 'Conditions', 'Deadlocks Detection in Multithreaded Applications Based on Source Code Analysis', 'Defining conditions where long-term glucocorticoid treatment has an acceptably low level of harm to facilitate implementation of existing recommendations: viewpoints from an EULAR task force', 'Conditions for Associativity of Division Algebras Connected with Non-Abelian Groups'];['statement of the meaning of a word or phrase', 'album by The Temper Trap', 'scientific article', 'scientific article published on March 2016', 'doctoral dissertation by John Williamson'];[475952];['Race condition'];"['in use by 1954, <span class=""searchmatch"">for</span> example in David A. Huffman\'s doctoral thesis &quot;The synthesis of sequential switching circuits&quot;. Race <span class=""searchmatch"">conditions</span> can occur especially']";['AIDS-defining clinical condition', 'List of skin conditions', 'Deadlock', 'Guantanamo Bay detainment camp library'];['AIDS-defining clinical condition', 'List of skin conditions', 'Deadlock', 'Guantanamo Bay detainment camp library'];['AIDS-defining clinical conditions (also known as AIDS-defining illnesses or AIDS-defining diseases', 'Many conditions affect the human integumentary system—the organ system covering the entire surface', ' process synchronization. In a communications system, deadlocks occur mainly due to lost or corrupt signals rather than resource contention.', ', particularly the Harry Potter series, is widely described as a sign that the conditionsfor']
07.3.4;MX Challenges;3.4. Resource Allocation Graphs;resource-allocation-graphs;h3;https://oer.gitlab.io/OS/Operating-Systems-MX-Challenges.html#/slide-resource-allocation-graphs;07.3;topic;[];['https://oer.gitlab.io/OS/Operating-Systems-MX-Challenges.html#slide-resource-allocation-graph-example'];[];['https://en.wikipedia.org/wiki/Directed_graph', 'https://en.wikipedia.org/wiki/Cycle_(graph_theory)'];[];['Q15842237'];['Resource Allocation Graph'];['in computing, a directed graph that relates resources and processes'];[15433676];['Wait-for graph'];"['final case. The wait-for-<span class=""searchmatch"">graph</span> scheme is not applicable to a <span class=""searchmatch"">resource</span> <span class=""searchmatch"">allocation</span> system with multiple instances of each <span class=""searchmatch"">resource</span> type. Srinivasan, Selvaraj;']";['Enterprise resource planning', 'File Allocation Table', 'Nagoya Grampus'];['Enterprise resource planning', 'File Allocation Table', 'Nagoya Grampus'];['Enterprise resource planning (ERP) is the integrated management of main business processes, often', ', see Design of the FAT file system.) File Allocation Table (FAT) is a computer file system architecture', 'Nagoya Grampus (名古屋グランパス, Nagoya Guranpasu) (formerly known as Nagoya Grampus Eight (名古屋グランパスエイト']
07.3.5;MX Challenges;3.5. Resource Allocation Graph Example;resource-allocation-graph-example;h3;https://oer.gitlab.io/OS/Operating-Systems-MX-Challenges.html#/slide-resource-allocation-graph-example;07.3;topic;[];[];['https://oer.gitlab.io/OS/Operating-Systems-MX-Challenges.html#slide-deadlock-ex'];[];[];['Q1554231', 'Q16002622', 'Q17514', 'Q14944328', 'Q287260'];['resource', 'allocation', 'graffiti', 'example', 'resource allocation'];['source or supply from which benefit is produced', 'industrial process in oil refinement', 'writing or drawing etched, scratched, scribbled, or sprayed (often, but not always illicitly) on a wall or other surface in a public place', 'thing which acts as a typical representative of a set of things', 'allocation of resources among possible uses'];[426743];['Graph coloring'];"['<span class=""searchmatch"">graph</span> theory, <span class=""searchmatch"">graph</span> coloring is a special case of <span class=""searchmatch"">graph</span> labeling; it is an assignment of labels traditionally called &quot;colors&quot; to elements of a <span class=""searchmatch"">graph</span> subject']";['Enterprise resource planning', 'File Allocation Table', 'Graph coloring', 'Example (musician)'];['Enterprise resource planning', 'File Allocation Table', 'Graph coloring', 'Example (musician)'];"['Enterprise resource planning (ERP) is the integrated management of main business processes, often', ', see Design of the FAT file system.) File Allocation Table (FAT) is a computer file system architecture', 'In graph theory, graph coloring is a special case of graph labeling; it is an assignment of labels', ' is an abbreviation of the Latin phrase exempli gratia (""for example"").']"
07.4.1;MX Challenges;4.1. Deadlock Strategies;deadlock-strategies;h3;https://oer.gitlab.io/OS/Operating-Systems-MX-Challenges.html#/slide-deadlock-strategies;07.4;topic;[];[];[];[];[];;;;[73270436];['Battlestar Galactica Deadlock'];"['Battlestar Galactica <span class=""searchmatch"">Deadlock</span> is a turn-based <span class=""searchmatch"">strategy</span> video game developed by Black Lab Games and published by Slitherine Software for Windows on July']";;;
07.4.2;MX Challenges;4.2. Ostrich “Algorithm”;ostrich;h3;https://oer.gitlab.io/OS/Operating-Systems-MX-Challenges.html#/slide-ostrich;07.4;topic;[];[];[];[];[];['Q1472662'];['ostrich algorithm'];['strategy of ignoring potential problems on the basis that they may be exceedingly rare'];[1582981];['Ostrich algorithm'];"['the <span class=""searchmatch"">ostrich</span> <span class=""searchmatch"">algorithm</span> is a strategy of ignoring potential problems on the basis that they may be exceedingly rare. It is named after the <span class=""searchmatch"">ostrich</span> effect']";;;
07.4.3;MX Challenges;4.3. Deadlock Prevention;deadlock-prevention;h3;https://oer.gitlab.io/OS/Operating-Systems-MX-Challenges.html#/slide-deadlock-prevention;07.4;topic;[];[];['https://oer.gitlab.io/OS/Operating-Systems-MX-Challenges.html#slide-deadlock-def'];['https://en.wikipedia.org/wiki/Two-phase_locking#Conservative_two-phase_locking'];[];['Q4060699'];['Deadlock prevention algorithms'];['Deadlock prevention algorithms'];[35670497];['Deadlock prevention algorithms'];"['In computer science, <span class=""searchmatch"">deadlock</span> <span class=""searchmatch"">prevention</span> algorithms are used in concurrent programming when multiple processes must acquire more than one shared resource']";;;
07.4.4;MX Challenges;4.4. Deadlock Avoidance;deadlock-avoidance;h3;https://oer.gitlab.io/OS/Operating-Systems-MX-Challenges.html#/slide-deadlock-avoidance;07.4;topic;"[""https://en.wikipedia.org/wiki/Banker's_algorithm""]";[];[];[];[];['Q62047627'];['Deadlock Avoidance in Train Scheduling: A Model Checking Approach'];['scientific article published in 2014'];[105181];['Deadlock'];"['Similar to <span class=""searchmatch"">deadlock</span> prevention, <span class=""searchmatch"">deadlock</span> <span class=""searchmatch"">avoidance</span> approach ensures that <span class=""searchmatch"">deadlock</span> will not occur in a system. The term &quot;<span class=""searchmatch"">deadlock</span> <span class=""searchmatch"">avoidance</span>&quot; appears to']";;;
07.4.5;MX Challenges;4.5. Deadlock Detection;deadlock-detection;h3;https://oer.gitlab.io/OS/Operating-Systems-MX-Challenges.html#/slide-deadlock-detection;07.4;topic;[];[];[];[];[];['Q56115571'];['Deadlock detection in distributed databases'];['article published in 1987'];[105181];['Deadlock'];"['framework. Under the <span class=""searchmatch"">deadlock</span> <span class=""searchmatch"">detection</span>, <span class=""searchmatch"">deadlocks</span> are allowed to occur. Then the state of the system is examined to detect that a <span class=""searchmatch"">deadlock</span> has occurred and']";;;
07.5.1;MX Challenges;5.1. Convoy Problem;convoy;h3;https://oer.gitlab.io/OS/Operating-Systems-MX-Challenges.html#/slide-convoy;07.5;topic;[];[];[];[];[];;;;[69876497];['Canada convoy protest'];"['restrictions, called the Freedom <span class=""searchmatch"">Convoy</span> (French: Convoi de la liberté) by organizers, began in early 2022. The initial <span class=""searchmatch"">convoy</span> movement was created to protest']";;;
07.5.2;MX Challenges;5.2. Starvation;starvation;h3;https://oer.gitlab.io/OS/Operating-Systems-MX-Challenges.html#/slide-starvation;07.5;topic;[];[];[];[];['https://oer.gitlab.io/OS/Operating-Systems-MX.html#slide-locks-mutexes', 'https://oer.gitlab.io/OS/Operating-Systems-MX.html#slide-mutex-queue'];['Q853930'];['starvation'];['most extreme form of malnutrition, a consequence of prolonged insufficiency of food'];[215891];['Starvation'];"['prolonged <span class=""searchmatch"">starvation</span> can cause permanent organ damage and eventually, death. The term inanition refers to the symptoms and effects of <span class=""searchmatch"">starvation</span>. <span class=""searchmatch"">Starvation</span> may']";['Starvation'];['Starvation'];['Starvation is a severe deficiency in caloric energy intake, below the level needed to maintain']
07.6.1;MX Challenges;6.1. Summary;6-1;h3;https://oer.gitlab.io/OS/Operating-Systems-MX-Challenges.html#/slide-6-1;07.6;structure;[];[];[];[];['https://oer.gitlab.io/OS/Operating-Systems-Interrupts.html#slide-starvation', 'https://oer.gitlab.io/OS/Operating-Systems-Scheduling.html#slide-priority-starvation', 'https://oer.gitlab.io/OS/Operating-Systems-MX.html#slide-mx-challenges'];['Q333291'];['abstract'];['summary of a research document'];[4168970];['Summary'];"['Look up <span class=""searchmatch"">summary</span>\xa0or summarisation in Wiktionary, the free dictionary. <span class=""searchmatch"">Summary</span> may refer to: Abstract (<span class=""searchmatch"">summary</span>), shortening a passage or a write-up without']";['Turkish people'];['Turkish people'];['Turkish people or the Turks (Turkish: Türkler), also known as Anatolian Turks (Turkish: Anadolu Türkleri), are a Turkic ethnic group and nation living mainly in Turkey and speaking Turkish, the most widely spoken Turkic language. They are the largest ethnic group in Turkey, as well as by far the largest ethnic group among the Turkic peoples. Ethnic Turkish minorities exist in the former lands of the Ottoman Empire. In addition, a Turkish diaspora has been established with modern migration, particularly in Western Europe.']
07.1.4.1;MX Challenges;1.4.1. Threads, again;1-4-1;h4;https://oer.gitlab.io/OS/Operating-Systems-MX-Challenges.html#/slide-1-4-1;07.1.4;topic;[];[];[];[];[];;;;[31629];['Threads (1984 film)'];"['quotations related to <span class=""searchmatch"">Threads</span> (1984 film). \'<span class=""searchmatch"">Threads</span>\' in pictures at BBC South Yorkshire <span class=""searchmatch"">Threads</span> at IMDb <span class=""searchmatch"">Threads</span> at AllMovie <span class=""searchmatch"">Threads</span> at the BFI\'s Screenonline']";;;
07.2.1.1;MX Challenges;2.1.1. Single Core;pi-single-core;h4;https://oer.gitlab.io/OS/Operating-Systems-MX-Challenges.html#/slide-pi-single-core;07.2.1;topic;[];[];['https://oer.gitlab.io/OS/Operating-Systems-MX-Challenges.html#slide-pi-spinlocks'];[];[];['Q25047934'];['single-core processor'];['microprocessor containing a single core'];[38920422];['Single-core'];"['A <span class=""searchmatch"">single</span>-<span class=""searchmatch"">core</span> processor is a microprocessor with a <span class=""searchmatch"">single</span> <span class=""searchmatch"">core</span> on its die. It performs the fetch-decode-execute cycle once per clock-cycle, as it only']";;;
07.2.1.2;MX Challenges;2.1.2. Two Cores;pi-two-cores;h4;https://oer.gitlab.io/OS/Operating-Systems-MX-Challenges.html#/slide-pi-two-cores;07.2.1;topic;[];[];['https://oer.gitlab.io/OS/Operating-Systems-MX-Challenges.html#slide-pi-spinlocks'];[];[];['Q59032701'];['Two cores are better than one'];['scientific article published in Nature'];[24538587];['Intel Core'];"['CPUs but with the FPU disabled. Intel <span class=""searchmatch"">Core</span> Duo consists of <span class=""searchmatch"">two</span> <span class=""searchmatch"">cores</span> on one die, a 2\xa0MB L2 cache shared by both <span class=""searchmatch"">cores</span>, and an arbiter bus that controls both']";;;
07.2.2.1;MX Challenges;2.2.1. Blocking CS;2-2-1;h4;https://oer.gitlab.io/OS/Operating-Systems-MX-Challenges.html#/slide-2-2-1;07.2.2;topic;[];[];['https://oer.gitlab.io/OS/Operating-Systems-MX-Challenges.html#slide-pi-blocking'];[];[];;;;[10302211];['Blocking effect'];"['In Kamin\'s <span class=""searchmatch"">blocking</span> effect the conditioning of an association between two stimuli, a conditioned stimulus (<span class=""searchmatch"">CS</span>) and an unconditioned stimulus (US) is impaired']";['Liberté chérie (association)'];['Liberté chérie (association)'];"[' 2003, when after its call to demonstrate ""in favour of reforms and against blockings"" and against']"
07.4.3.1;MX Challenges;4.3.1. Linear Resource Ordering Example;linear-ordering-example;h4;https://oer.gitlab.io/OS/Operating-Systems-MX-Challenges.html#/slide-linear-ordering-example;07.4.3;topic;[];[];[];[];[];['Q735603', 'Q1554231', 'Q2303697', 'Q14944328', 'Q7315811'];['Lincoln Near-Earth Asteroid Research', 'resource', 'sorting', 'example', 'Resource Ordering Status System'];"[""research project, collaboration between the U.S. Air Force, NASA, and the Massachusetts Institute of Technology's Lincoln Laboratory"", 'source or supply from which benefit is produced', 'action of arranging objects into order', 'thing which acts as a typical representative of a set of things', 'database for fighting wildfires']";[579675];['Linear logic'];"['linguistics, particularly because of its emphasis on <span class=""searchmatch"">resource</span>-boundedness, duality, and interaction. <span class=""searchmatch"">Linear</span> logic lends itself to many different presentations']";['Linear B', 'Enterprise resource planning', 'Online food ordering', 'Example (musician)'];['Linear B', 'Enterprise resource planning', 'Online food ordering', 'Example (musician)'];"['Linear B is a syllabic script that was used for writing Mycenaean Greek, the earliest attested form', 'Enterprise resource planning (ERP) is the integrated management of main business processes, often', 'Online food ordering is the process of ordering food from a website or other application', ' is an abbreviation of the Latin phrase exempli gratia (""for example"").']"
07.5.1.1;MX Challenges;5.1.1. A Convoy Solution;convoy-solution;h4;https://oer.gitlab.io/OS/Operating-Systems-MX-Challenges.html#/slide-convoy-solution;07.5.1;topic;[];[];[];[];[];['Q370330', 'Q730920', 'Q50854034'];['convoy', 'problem solving', 'A Convoy of the First World War'];['group of vehicles traveling together', 'using generic or ad hoc methods in an orderly manner to find solutions to problems', 'painting by John Everett'];[69876497];['Canada convoy protest'];"['<span class=""searchmatch"">A</span> series of protests and blockades in Canada against COVID-19 vaccine mandates and restrictions, called the Freedom <span class=""searchmatch"">Convoy</span> (French: Convoi de la liberté)']";['Sun Hei SC', 'Solution'];['Sun Hei SC', 'Solution'];['Sun Hei Sports Club (Chinese: 晨曦體育會) is a Hong Kong football club which currently competes in the Hong Kong Third Division.', ' are involved, resulting in interactions that are specific to solvation. The solution usually has the state']
07.5.2.1;MX Challenges;5.2.1. Dining Philosophers;dining-philosophers;h4;https://oer.gitlab.io/OS/Operating-Systems-MX-Challenges.html#/slide-dining-philosophers;07.5.2;topic;[];[];[];[];['https://oer.gitlab.io/OS/Operating-Systems-MX.html#slide-mutex-queue'];['Q865867'];['dining philosophers problem'];['problem used to illustrate synchronization issues and techniques for resolving them'];[285344];['Dining philosophers problem'];"['In computer science, the <span class=""searchmatch"">dining</span> <span class=""searchmatch"">philosophers</span> problem is an example problem often used in concurrent algorithm design to illustrate synchronization issues']";;;
07.5.2.2;MX Challenges;5.2.2. Starving Philosophers;5-2-2;h4;https://oer.gitlab.io/OS/Operating-Systems-MX-Challenges.html#/slide-5-2-2;07.5.2;topic;[];[];[];[];[];;;;[285344];['Dining philosophers problem'];"['Comes to Dinner Wot No Chickens? – Peter H. Welch proposed the <span class=""searchmatch"">Starving</span> <span class=""searchmatch"">Philosophers</span> variant that demonstrates an unfortunate consequence of the behaviour']";;;
8;Virtual Memory with Linux;OS08b: Virtual Memory with Linux;;h1;https://oer.gitlab.io/OS/Operating-Systems-Memory-Linux.html#/slide-;;topic;[];[];[];[];[];['Q54919', 'Q492', 'Q30334237', 'Q388', 'Q189401', 'Q117861086'];['Virtual International Authority File', 'memory', 'With', 'Linux', 'virtual memory', 'Memory with high-speed and area-efficient read path'];['OCLC dataset and service that virtually combines multiple name authority files into a single name authority service', 'mental faculties and processes involved in storing and retrieving information', 'family name', 'family of Unix-like operating systems that use the Linux kernel and are open source', 'operating system level memory management technique', 'US patent 11315609'];[188479];['List of file formats'];"['storing program variables along <span class=""searchmatch"">with</span> their (Java) type identifiers OEC – format used by OE-Cake for scene data storage <span class=""searchmatch"">OSB</span> – osu! storyboard data OSC – osu']";['Virtual Console', 'Expanded memory', 'Linux'];['Virtual Console', 'Expanded memory', 'Linux'];['Virtual Console (バーチャルコンソール, Bācharu Konsōru), also abbreviated as VC, is a line of downloadable', 'In DOS memory management, expanded memory is a system of bank switching that provided additional', ' kernel, an operating system kernel first released on September 17, 1991, by Linus Torvalds. Linux']
08.1;Virtual Memory with Linux;1. Looking at Memory with Linux;1;h2;https://oer.gitlab.io/OS/Operating-Systems-Memory-Linux.html#/slide-1;8;topic;[];[];[];[];[];['Q15211381', 'Q492', 'Q30334237', 'Q388', 'Q29581634', 'Q117861086'];['Looking', 'memory', 'With', 'Linux', 'Looking at the Unborn: Historical aspects of obstetric ultrasound', 'Memory with high-speed and area-efficient read path'];"['2014 American comedy-drama television series', 'mental faculties and processes involved in storing and retrieving information', 'family name', 'family of Unix-like operating systems that use the Linux kernel and are open source', ""oral history book, in the 'Wellcome Witnesses to Twentieth Century Medicine' series"", 'US patent 11315609']";[6097297];['Linux'];"['<span class=""searchmatch"">Linux</span> (/ˈliːnʊks/ (listen) LEE-nuuks or /ˈlɪnʊks/ LIN-uuks) is a family of open-source Unix-like operating systems based on the <span class=""searchmatch"">Linux</span> kernel, an operating']";['Through the Looking-Glass', 'Expanded memory', 'Linux'];['Through the Looking-Glass', 'Expanded memory', 'Linux'];['Through the Looking-Glass, and What Alice Found There (1871) (also known as Alice Through', 'In DOS memory management, expanded memory is a system of bank switching that provided additional', ' kernel, an operating system kernel first released on September 17, 1991, by Linus Torvalds. Linux']
08.2;Virtual Memory I;2. Main Concepts;main-concepts;h2;https://oer.gitlab.io/OS/Operating-Systems-Memory-I.html#/slide-main-concepts;8;topic;[];[];[];[];['https://oer.gitlab.io/OS/Operating-Systems-Memory-I.html#slide-shared-memory'];['Q58303941'];['Main concepts for three different discourse tasks in a large non-clinical sample'];['article published in 2015'];[28495689];['MainConcept'];"['<span class=""searchmatch"">Main</span><span class=""searchmatch"">Concept</span> GmbH is a software company founded in Germany by Markus Moenig and Thomas Zabel. They specialize in developing video/audio codecs and also']";['MainConcept'];['MainConcept'];['MainConcept GmbH is a software company founded in Germany by Markus Moenig and Thomas Zabel']
08.3;Virtual Memory I;3. Uses for Virtual Memory;vm-uses;h2;https://oer.gitlab.io/OS/Operating-Systems-Memory-I.html#/slide-vm-uses;8;topic;[];[];[];[];[];['Q18356647', 'Q54919', 'Q492', 'Q35221333', 'Q189401'];['United South End Settlements', 'Virtual International Authority File', 'memory', 'Uses for JNK: the many and varied substrates of the c-Jun N-terminal kinases', 'virtual memory'];"[""four settlement houses and a children's museum in the South End of Boston, USA"", 'OCLC dataset and service that virtually combines multiple name authority files into a single name authority service', 'mental faculties and processes involved in storing and retrieving information', 'scientific article', 'operating system level memory management technique']";[32354];['Virtual memory'];"['In computing, <span class=""searchmatch"">virtual</span> <span class=""searchmatch"">memory</span>, or <span class=""searchmatch"">virtual</span> storage is a <span class=""searchmatch"">memory</span> management technique that provides an &quot;idealized abstraction of the storage resources that']";['Uses of English verb forms', 'Virtual Console', 'Expanded memory', 'Dimensionless physical constant'];['Uses of English verb forms', 'Virtual Console', 'Expanded memory', 'Dimensionless physical constant'];['This article describes the uses of various verb forms in modern standard English language', 'Virtual Console (バーチャルコンソール, Bācharu Konsōru), also abbreviated as VC, is a line of downloadable', 'In DOS memory management, expanded memory is a system of bank switching that provided additional', ' system of units may be used.For example, if one considers one particular airfoil, the Reynolds number']
08.4;Virtual Memory I;4. Paging;paging;h2;https://oer.gitlab.io/OS/Operating-Systems-Memory-I.html#/slide-paging;8;topic;[];[];[];[];[];['Q656083'];['paging'];['memory management scheme by which a computer stores and retrieves data from secondary storage for use in main memory'];[311193];['Memory paging'];"['BBN-designed <span class=""searchmatch"">paging</span> hardware and the TENEX operating system (1969). Those machines, and subsequent machines supporting memory <span class=""searchmatch"">paging</span>, use either a set of <span class=""searchmatch"">page</span> address']";['Paging'];['Paging'];['In computer operating systems, paging is a memory management scheme by which a computer stores']
08.5;Virtual Memory I;5. Conclusions;5;h2;https://oer.gitlab.io/OS/Operating-Systems-Memory-I.html#/slide-5;8;structure;[];[];[];[];[];['Q20686268'];['Conclusions'];['album by Altars'];[307907];['Conclusion'];"[' <span class=""searchmatch"">conclusion</span>, or <span class=""searchmatch"">conclusions</span> in Wiktionary, the free dictionary. <span class=""searchmatch"">Conclusion</span> may refer to: <span class=""searchmatch"">Conclusion</span> (music), the ending of a composition <span class=""searchmatch"">Conclusion</span> (album)']";['Conclusions of Utrecht'];['Conclusions of Utrecht'];['The Conclusions of the Synod of Utrecht were the result of a 1905 synod of the Reformed Churches']
08.1.1;Virtual Memory with Linux;1.1. Linux Kernel: /proc/<pid>/;proc;h3;https://oer.gitlab.io/OS/Operating-Systems-Memory-Linux.html#/slide-proc;08.1;topic;[];[];[];[];[];['Q388', 'Q9662', 'Q14579'];['Linux', 'kernel', 'Linux kernel'];['family of Unix-like operating systems that use the Linux kernel and are open source', 'main component of most computer operating systems', 'Unix-like operating system kernel, basis for all Linux operating systems / Linux distributions'];[6097297, 16771, 21347315];['Linux', 'Kernel', 'Linux kernel'];"['<span class=""searchmatch"">Linux</span> (/ˈliːnʊks/ (listen) LEE-nuuks or /ˈlɪnʊks/ LIN-uuks) is a family of open-source Unix-like operating systems based on the <span class=""searchmatch"">Linux</span> kernel, an operating', 'up <span class=""searchmatch"">kernel</span> in Wiktionary, the free dictionary. <span class=""searchmatch"">Kernel</span> may refer to: <span class=""searchmatch"">Kernel</span> (operating system), the central component of most operating systems <span class=""searchmatch"">Kernel</span> (image', 'The <span class=""searchmatch"">Linux</span> <span class=""searchmatch"">kernel</span> is a free and open-source,:\u200a4\u200a monolithic, modular, multitasking, Unix-like operating system <span class=""searchmatch"">kernel</span>. It was originally authored in 1991']";['Linux', 'Linux kernel', 'Prokopije Ivačković'];['Linux', 'Linux kernel', 'Prokopije Ivačković'];"[' kernel, an operating system kernel first released on September 17, 1991, by Linus Torvalds. Linux', 'The Linux kernel is a free and open-source, monolithic, Unix-like operating system kernel', ', Ivașcovici, or Ivacicoviciu, also Procopiŭ Ivacĭcovicĭ, Procopiu Ivacskovics; Hungarian: Ivácskovics']"
08.1.2;Virtual Memory with Linux;1.2. Linux Kernel Memory Interface;proc-memory;h3;https://oer.gitlab.io/OS/Operating-Systems-Memory-Linux.html#/slide-proc-memory;08.1;topic;[];[];[];[];[];['Q388', 'Q9662', 'Q492', 'Q23808', 'Q14579', 'Q110647619'];['Linux', 'kernel', 'memory', 'computer interface', 'Linux kernel', 'Memory interface width'];"['family of Unix-like operating systems that use the Linux kernel and are open source', 'main component of most computer operating systems', 'mental faculties and processes involved in storing and retrieving information', 'concept of computer science; point of interaction between two things', 'Unix-like operating system kernel, basis for all Linux operating systems / Linux distributions', 'Memory interface width']";[2212634];['Linux kernel interfaces'];"['The <span class=""searchmatch"">Linux</span> <span class=""searchmatch"">kernel</span> provides several <span class=""searchmatch"">interfaces</span> to user-space applications that are used for different purposes and that have different properties by design']";['Linux', 'Linux kernel', 'Expanded memory', 'Application programming interface'];['Linux', 'Linux kernel', 'Expanded memory', 'Application programming interface'];[' kernel, an operating system kernel first released on September 17, 1991, by Linus Torvalds. Linux', 'The Linux kernel is a free and open-source, monolithic, Unix-like operating system kernel', 'In DOS memory management, expanded memory is a system of bank switching that provided additional', 'An application programming interface (API) is an interface or communication protocol between']
